 Number on x ; Number on y ;   geolon  ;  geolat    ;  cos of rot;  sin of rot
   133;    79;    34.125000;    44.060000;     1.000000;    -0.000000
   134;    79;    34.175000;    44.060000;     1.000000;    -0.000000
   135;    79;    34.225000;    44.060000;     1.000000;    -0.000000
   136;    79;    34.275000;    44.060000;     1.000000;    -0.000000
   137;    79;    34.325000;    44.060000;     1.000000;    -0.000000
   138;    79;    34.375000;    44.060000;     1.000000;    -0.000000
   139;    79;    34.425000;    44.060000;     1.000000;    -0.000000
   140;    79;    34.475000;    44.060000;     1.000000;    -0.000000
   141;    79;    34.525000;    44.060000;     1.000000;    -0.000000
   142;    79;    34.575000;    44.060000;     1.000000;    -0.000000
   143;    79;    34.625000;    44.060000;     1.000000;    -0.000000
   144;    79;    34.675000;    44.060000;     1.000000;    -0.000000
   145;    79;    34.725000;    44.060000;     1.000000;    -0.000000
   146;    79;    34.775000;    44.060000;     1.000000;    -0.000000
   147;    79;    34.825000;    44.060000;     1.000000;    -0.000000
   148;    79;    34.875000;    44.060000;     1.000000;    -0.000000
   149;    79;    34.925000;    44.060000;     1.000000;    -0.000000
   150;    79;    34.975000;    44.060000;     1.000000;    -0.000000
   151;    79;    35.025000;    44.060000;     1.000000;    -0.000000
   152;    79;    35.075000;    44.060000;     1.000000;    -0.000000
   153;    79;    35.125000;    44.060000;     1.000000;    -0.000000
   154;    79;    35.175000;    44.060000;     1.000000;    -0.000000
   155;    79;    35.225000;    44.060000;     1.000000;    -0.000000
   156;    79;    35.275000;    44.060000;     1.000000;    -0.000000
   157;    79;    35.325000;    44.060000;     1.000000;    -0.000000
   158;    79;    35.375000;    44.060000;     1.000000;    -0.000000
   159;    79;    35.425000;    44.060000;     1.000000;    -0.000000
   160;    79;    35.475000;    44.060000;     1.000000;    -0.000000
   161;    79;    35.525000;    44.060000;     1.000000;    -0.000000
   162;    79;    35.575000;    44.060000;     1.000000;    -0.000000
   163;    79;    35.625000;    44.060000;     1.000000;    -0.000000
   164;    79;    35.675000;    44.060000;     1.000000;    -0.000000
   165;    79;    35.725000;    44.060000;     1.000000;    -0.000000
   166;    79;    35.775000;    44.060000;     1.000000;    -0.000000
   167;    79;    35.825000;    44.060000;     1.000000;    -0.000000
   168;    79;    35.875000;    44.060000;     1.000000;    -0.000000
   169;    79;    35.925000;    44.060000;     1.000000;    -0.000000
   170;    79;    35.975000;    44.060000;     1.000000;    -0.000000
   171;    79;    36.025000;    44.060000;     1.000000;    -0.000000
   172;    79;    36.075000;    44.060000;     1.000000;    -0.000000
   173;    79;    36.125000;    44.060000;     1.000000;    -0.000000
   174;    79;    36.175000;    44.060000;     1.000000;    -0.000000
   175;    79;    36.225000;    44.060000;     1.000000;    -0.000000
   176;    79;    36.275000;    44.060000;     1.000000;    -0.000000
   177;    79;    36.325000;    44.060000;     1.000000;    -0.000000
   178;    79;    36.375000;    44.060000;     1.000000;    -0.000000
   179;    79;    36.425000;    44.060000;     1.000000;    -0.000000
   180;    79;    36.475000;    44.060000;     1.000000;    -0.000000
   181;    79;    36.525000;    44.060000;     1.000000;    -0.000000
   182;    79;    36.575000;    44.060000;     1.000000;    -0.000000
   183;    79;    36.625000;    44.060000;     1.000000;    -0.000000
   184;    79;    36.675000;    44.060000;     1.000000;    -0.000000
   185;    79;    36.725000;    44.060000;     1.000000;    -0.000000
   186;    79;    36.775000;    44.060000;     1.000000;    -0.000000
   187;    79;    36.825000;    44.060000;     1.000000;    -0.000000
   188;    79;    36.875000;    44.060000;     1.000000;    -0.000000
   189;    79;    36.925000;    44.060000;     1.000000;    -0.000000
   190;    79;    36.975000;    44.060000;     1.000000;    -0.000000
   191;    79;    37.025000;    44.060000;     1.000000;    -0.000000
   192;    79;    37.075000;    44.060000;     1.000000;    -0.000000
   193;    79;    37.125000;    44.060000;     1.000000;    -0.000000
   194;    79;    37.175000;    44.060000;     1.000000;    -0.000000
   195;    79;    37.225000;    44.060000;     1.000000;    -0.000000
   196;    79;    37.275000;    44.060000;     1.000000;    -0.000000
   197;    79;    37.325000;    44.060000;     1.000000;    -0.000000
   198;    79;    37.375000;    44.060000;     1.000000;    -0.000000
   199;    79;    37.425000;    44.060000;     1.000000;    -0.000000
   200;    79;    37.475000;    44.060000;     1.000000;    -0.000000
   201;    79;    37.525000;    44.060000;     1.000000;    -0.000000
   202;    79;    37.575000;    44.060000;     1.000000;    -0.000000
   203;    79;    37.625000;    44.060000;     1.000000;    -0.000000
   204;    79;    37.675000;    44.060000;     1.000000;    -0.000000
   205;    79;    37.725000;    44.060000;     1.000000;    -0.000000
   206;    79;    37.775000;    44.060000;     1.000000;    -0.000000
   207;    79;    37.825000;    44.060000;     1.000000;    -0.000000
   208;    79;    37.875000;    44.060000;     1.000000;    -0.000000
   209;    79;    37.925000;    44.060000;     1.000000;    -0.000000
   210;    79;    37.975000;    44.060000;     1.000000;    -0.000000
   211;    79;    38.025000;    44.060000;     1.000000;    -0.000000
   212;    79;    38.075000;    44.060000;     1.000000;    -0.000000
   213;    79;    38.125000;    44.060000;     1.000000;    -0.000000
   214;    79;    38.175000;    44.060000;     1.000000;    -0.000000
   215;    79;    38.225000;    44.060000;     1.000000;    -0.000000
   216;    79;    38.275000;    44.060000;     1.000000;    -0.000000
   217;    79;    38.325000;    44.060000;     1.000000;    -0.000000
   218;    79;    38.375000;    44.060000;     1.000000;    -0.000000
   219;    79;    38.425000;    44.060000;     1.000000;    -0.000000
   220;    79;    38.475000;    44.060000;     1.000000;    -0.000000
   221;    79;    38.525000;    44.060000;     1.000000;    -0.000000
   222;    79;    38.575000;    44.060000;     1.000000;    -0.000000
   223;    79;    38.625000;    44.060000;     1.000000;    -0.000000
   224;    79;    38.675000;    44.060000;     1.000000;    -0.000000
   225;    79;    38.725000;    44.060000;     1.000000;    -0.000000
   226;    79;    38.775000;    44.060000;     1.000000;    -0.000000
   227;    79;    38.825000;    44.060000;     1.000000;    -0.000000
   228;    79;    38.875000;    44.060000;     1.000000;    -0.000000
   229;    79;    38.925000;    44.060000;     1.000000;    -0.000000
   230;    79;    38.975000;    44.060000;     1.000000;    -0.000000
   231;    79;    39.025000;    44.060000;     1.000000;    -0.000000
   232;    79;    39.075000;    44.060000;     1.000000;    -0.000000
   233;    79;    39.125000;    44.060000;     1.000000;    -0.000000
   234;    79;    39.175000;    44.060000;     1.000000;    -0.000000
   235;    79;    39.225000;    44.060000;     1.000000;    -0.000000
   236;    79;    39.275000;    44.060000;     1.000000;    -0.000000
   237;    79;    39.325000;    44.060000;     1.000000;    -0.000000
   238;    79;    39.375000;    44.060000;     1.000000;    -0.000000
   239;    79;    39.425000;    44.060000;     1.000000;    -0.000000
   240;    79;    39.475000;    44.060000;     1.000000;    -0.000000
   241;    79;    39.525000;    44.060000;     1.000000;    -0.000000
   242;    79;    39.575000;    44.060000;     1.000000;    -0.000000
   243;    79;    39.625000;    44.060000;     1.000000;    -0.000000
   244;    79;    39.675000;    44.060000;     1.000000;    -0.000000
   245;    79;    39.725000;    44.060000;     1.000000;    -0.000000
   246;    79;    39.775000;    44.060000;     1.000000;    -0.000000
   247;    79;    39.825000;    44.060000;     1.000000;    -0.000000
   248;    79;    39.875000;    44.060000;     1.000000;    -0.000000
   249;    79;    39.925000;    44.060000;     1.000000;    -0.000000
   250;    79;    39.975000;    44.060000;     1.000000;    -0.000000
   251;    79;    40.025000;    44.060000;     1.000000;    -0.000000
   252;    79;    40.075000;    44.060000;     1.000000;    -0.000000
   253;    79;    40.125000;    44.060000;     1.000000;    -0.000000
   254;    79;    40.175000;    44.060000;     1.000000;    -0.000000
   255;    79;    40.225000;    44.060000;     1.000000;    -0.000000
   256;    79;    40.275000;    44.060000;     1.000000;    -0.000000
   257;    79;    40.325000;    44.060000;     1.000000;    -0.000000
   258;    79;    40.375000;    44.060000;     1.000000;    -0.000000
   259;    79;    40.425000;    44.060000;     1.000000;    -0.000000
   260;    79;    40.475000;    44.060000;     1.000000;    -0.000000
   261;    79;    40.525000;    44.060000;     1.000000;    -0.000000
   262;    79;    40.575000;    44.060000;     1.000000;    -0.000000
   263;    79;    40.625000;    44.060000;     1.000000;    -0.000000
   264;    79;    40.675000;    44.060000;     1.000000;    -0.000000
   265;    79;    40.725000;    44.060000;     1.000000;    -0.000000
   266;    79;    40.775000;    44.060000;     1.000000;    -0.000000
   267;    79;    40.825000;    44.060000;     1.000000;    -0.000000
   268;    79;    40.875000;    44.060000;     1.000000;    -0.000000
   269;    79;    40.925000;    44.060000;     1.000000;    -0.000000
   270;    79;    40.975000;    44.060000;     1.000000;    -0.000000
   271;    79;    41.025000;    44.060000;     1.000000;    -0.000000
   272;    79;    41.075000;    44.060000;     1.000000;    -0.000000
   273;    79;    41.125000;    44.060000;     1.000000;    -0.000000
   274;    79;    41.175000;    44.060000;     1.000000;    -0.000000
   275;    79;    41.225000;    44.060000;     1.000000;    -0.000000
   276;    79;    41.275000;    44.060000;     1.000000;    -0.000000
   277;    79;    41.325000;    44.060000;     1.000000;    -0.000000
   278;    79;    41.375000;    44.060000;     1.000000;    -0.000000
   279;    79;    41.425000;    44.060000;     1.000000;    -0.000000
   280;    79;    41.475000;    44.060000;     1.000000;    -0.000000
   281;    79;    41.525000;    44.060000;     1.000000;    -0.000000
   282;    79;    41.575000;    44.060000;     1.000000;    -0.000000
   283;    79;    41.625000;    44.060000;     1.000000;    -0.000000
   284;    79;    41.675000;    44.060000;     1.000000;    -0.000000
   285;    79;    41.725000;    44.060000;     1.000000;    -0.000000
     1;    80;    27.525000;    44.100000;     1.000000;    -0.000000
     2;    80;    27.575000;    44.100000;     1.000000;    -0.000000
     3;    80;    27.625000;    44.100000;     1.000000;    -0.000000
     4;    80;    27.675000;    44.100000;     1.000000;    -0.000000
     5;    80;    27.725000;    44.100000;     1.000000;    -0.000000
     6;    80;    27.775000;    44.100000;     1.000000;    -0.000000
     7;    80;    27.825000;    44.100000;     1.000000;    -0.000000
     8;    80;    27.875000;    44.100000;     1.000000;    -0.000000
     9;    80;    27.925000;    44.100000;     1.000000;    -0.000000
    10;    80;    27.975000;    44.100000;     1.000000;    -0.000000
    11;    80;    28.025000;    44.100000;     1.000000;    -0.000000
    12;    80;    28.075000;    44.100000;     1.000000;    -0.000000
    13;    80;    28.125000;    44.100000;     1.000000;    -0.000000
    14;    80;    28.175000;    44.100000;     1.000000;    -0.000000
    15;    80;    28.225000;    44.100000;     1.000000;    -0.000000
    16;    80;    28.275000;    44.100000;     1.000000;    -0.000000
    17;    80;    28.325000;    44.100000;     1.000000;    -0.000000
    18;    80;    28.375000;    44.100000;     1.000000;    -0.000000
    19;    80;    28.425000;    44.100000;     1.000000;    -0.000000
    20;    80;    28.475000;    44.100000;     1.000000;    -0.000000
    21;    80;    28.525000;    44.100000;     1.000000;    -0.000000
    22;    80;    28.575000;    44.100000;     1.000000;    -0.000000
    23;    80;    28.625000;    44.100000;     1.000000;    -0.000000
    24;    80;    28.675000;    44.100000;     1.000000;    -0.000000
    25;    80;    28.725000;    44.100000;     1.000000;    -0.000000
    26;    80;    28.775000;    44.100000;     1.000000;    -0.000000
    27;    80;    28.825000;    44.100000;     1.000000;    -0.000000
    28;    80;    28.875000;    44.100000;     1.000000;    -0.000000
    29;    80;    28.925000;    44.100000;     1.000000;    -0.000000
    30;    80;    28.975000;    44.100000;     1.000000;    -0.000000
    31;    80;    29.025000;    44.100000;     1.000000;    -0.000000
    32;    80;    29.075000;    44.100000;     1.000000;    -0.000000
    33;    80;    29.125000;    44.100000;     1.000000;    -0.000000
    34;    80;    29.175000;    44.100000;     1.000000;    -0.000000
    35;    80;    29.225000;    44.100000;     1.000000;    -0.000000
    36;    80;    29.275000;    44.100000;     1.000000;    -0.000000
    37;    80;    29.325000;    44.100000;     1.000000;    -0.000000
    38;    80;    29.375000;    44.100000;     1.000000;    -0.000000
    39;    80;    29.425000;    44.100000;     1.000000;    -0.000000
    40;    80;    29.475000;    44.100000;     1.000000;    -0.000000
    41;    80;    29.525000;    44.100000;     1.000000;    -0.000000
    42;    80;    29.575000;    44.100000;     1.000000;    -0.000000
    43;    80;    29.625000;    44.100000;     1.000000;    -0.000000
    44;    80;    29.675000;    44.100000;     1.000000;    -0.000000
    45;    80;    29.725000;    44.100000;     1.000000;    -0.000000
    46;    80;    29.775000;    44.100000;     1.000000;    -0.000000
    47;    80;    29.825000;    44.100000;     1.000000;    -0.000000
    48;    80;    29.875000;    44.100000;     1.000000;    -0.000000
    49;    80;    29.925000;    44.100000;     1.000000;    -0.000000
    50;    80;    29.975000;    44.100000;     1.000000;    -0.000000
    51;    80;    30.025000;    44.100000;     1.000000;    -0.000000
    52;    80;    30.075000;    44.100000;     1.000000;    -0.000000
    53;    80;    30.125000;    44.100000;     1.000000;    -0.000000
    54;    80;    30.175000;    44.100000;     1.000000;    -0.000000
    55;    80;    30.225000;    44.100000;     1.000000;    -0.000000
    56;    80;    30.275000;    44.100000;     1.000000;    -0.000000
    57;    80;    30.325000;    44.100000;     1.000000;    -0.000000
    58;    80;    30.375000;    44.100000;     1.000000;    -0.000000
    59;    80;    30.425000;    44.100000;     1.000000;    -0.000000
    60;    80;    30.475000;    44.100000;     1.000000;    -0.000000
    61;    80;    30.525000;    44.100000;     1.000000;    -0.000000
    62;    80;    30.575000;    44.100000;     1.000000;    -0.000000
    63;    80;    30.625000;    44.100000;     1.000000;    -0.000000
    64;    80;    30.675000;    44.100000;     1.000000;    -0.000000
    65;    80;    30.725000;    44.100000;     1.000000;    -0.000000
    66;    80;    30.775000;    44.100000;     1.000000;    -0.000000
    67;    80;    30.825000;    44.100000;     1.000000;    -0.000000
    68;    80;    30.875000;    44.100000;     1.000000;    -0.000000
    69;    80;    30.925000;    44.100000;     1.000000;    -0.000000
    70;    80;    30.975000;    44.100000;     1.000000;    -0.000000
    71;    80;    31.025000;    44.100000;     1.000000;    -0.000000
    72;    80;    31.075000;    44.100000;     1.000000;    -0.000000
    73;    80;    31.125000;    44.100000;     1.000000;    -0.000000
    74;    80;    31.175000;    44.100000;     1.000000;    -0.000000
    75;    80;    31.225000;    44.100000;     1.000000;    -0.000000
    76;    80;    31.275000;    44.100000;     1.000000;    -0.000000
    77;    80;    31.325000;    44.100000;     1.000000;    -0.000000
    78;    80;    31.375000;    44.100000;     1.000000;    -0.000000
    79;    80;    31.425000;    44.100000;     1.000000;    -0.000000
    80;    80;    31.475000;    44.100000;     1.000000;    -0.000000
    81;    80;    31.525000;    44.100000;     1.000000;    -0.000000
    82;    80;    31.575000;    44.100000;     1.000000;    -0.000000
    83;    80;    31.625000;    44.100000;     1.000000;    -0.000000
    84;    80;    31.675000;    44.100000;     1.000000;    -0.000000
    85;    80;    31.725000;    44.100000;     1.000000;    -0.000000
    86;    80;    31.775000;    44.100000;     1.000000;    -0.000000
    87;    80;    31.825000;    44.100000;     1.000000;    -0.000000
    88;    80;    31.875000;    44.100000;     1.000000;    -0.000000
    89;    80;    31.925000;    44.100000;     1.000000;    -0.000000
    90;    80;    31.975000;    44.100000;     1.000000;    -0.000000
    91;    80;    32.025000;    44.100000;     1.000000;    -0.000000
    92;    80;    32.075000;    44.100000;     1.000000;    -0.000000
    93;    80;    32.125000;    44.100000;     1.000000;    -0.000000
    94;    80;    32.175000;    44.100000;     1.000000;    -0.000000
    95;    80;    32.225000;    44.100000;     1.000000;    -0.000000
    96;    80;    32.275000;    44.100000;     1.000000;    -0.000000
    97;    80;    32.325000;    44.100000;     1.000000;    -0.000000
    98;    80;    32.375000;    44.100000;     1.000000;    -0.000000
    99;    80;    32.425000;    44.100000;     1.000000;    -0.000000
   100;    80;    32.475000;    44.100000;     1.000000;    -0.000000
   101;    80;    32.525000;    44.100000;     1.000000;    -0.000000
   102;    80;    32.575000;    44.100000;     1.000000;    -0.000000
   103;    80;    32.625000;    44.100000;     1.000000;    -0.000000
   104;    80;    32.675000;    44.100000;     1.000000;    -0.000000
   105;    80;    32.725000;    44.100000;     1.000000;    -0.000000
   106;    80;    32.775000;    44.100000;     1.000000;    -0.000000
   107;    80;    32.825000;    44.100000;     1.000000;    -0.000000
   108;    80;    32.875000;    44.100000;     1.000000;    -0.000000
   109;    80;    32.925000;    44.100000;     1.000000;    -0.000000
   110;    80;    32.975000;    44.100000;     1.000000;    -0.000000
   111;    80;    33.025000;    44.100000;     1.000000;    -0.000000
   112;    80;    33.075000;    44.100000;     1.000000;    -0.000000
   113;    80;    33.125000;    44.100000;     1.000000;    -0.000000
   114;    80;    33.175000;    44.100000;     1.000000;    -0.000000
   115;    80;    33.225000;    44.100000;     1.000000;    -0.000000
   116;    80;    33.275000;    44.100000;     1.000000;    -0.000000
   117;    80;    33.325000;    44.100000;     1.000000;    -0.000000
   118;    80;    33.375000;    44.100000;     1.000000;    -0.000000
   119;    80;    33.425000;    44.100000;     1.000000;    -0.000000
   120;    80;    33.475000;    44.100000;     1.000000;    -0.000000
   121;    80;    33.525000;    44.100000;     1.000000;    -0.000000
   122;    80;    33.575000;    44.100000;     1.000000;    -0.000000
   123;    80;    33.625000;    44.100000;     1.000000;    -0.000000
   124;    80;    33.675000;    44.100000;     1.000000;    -0.000000
   125;    80;    33.725000;    44.100000;     1.000000;    -0.000000
   126;    80;    33.775000;    44.100000;     1.000000;    -0.000000
   127;    80;    33.825000;    44.100000;     1.000000;    -0.000000
   128;    80;    33.875000;    44.100000;     1.000000;    -0.000000
   129;    80;    33.925000;    44.100000;     1.000000;    -0.000000
   130;    80;    33.975000;    44.100000;     1.000000;    -0.000000
   131;    80;    34.025000;    44.100000;     1.000000;    -0.000000
   132;    80;    34.075000;    44.100000;     1.000000;    -0.000000
   133;    80;    34.125000;    44.100000;     1.000000;    -0.000000
   134;    80;    34.175000;    44.100000;     1.000000;    -0.000000
   135;    80;    34.225000;    44.100000;     1.000000;    -0.000000
   136;    80;    34.275000;    44.100000;     1.000000;    -0.000000
   137;    80;    34.325000;    44.100000;     1.000000;    -0.000000
   138;    80;    34.375000;    44.100000;     1.000000;    -0.000000
   139;    80;    34.425000;    44.100000;     1.000000;    -0.000000
   140;    80;    34.475000;    44.100000;     1.000000;    -0.000000
   141;    80;    34.525000;    44.100000;     1.000000;    -0.000000
   142;    80;    34.575000;    44.100000;     1.000000;    -0.000000
   143;    80;    34.625000;    44.100000;     1.000000;    -0.000000
   144;    80;    34.675000;    44.100000;     1.000000;    -0.000000
   145;    80;    34.725000;    44.100000;     1.000000;    -0.000000
   146;    80;    34.775000;    44.100000;     1.000000;    -0.000000
   147;    80;    34.825000;    44.100000;     1.000000;    -0.000000
   148;    80;    34.875000;    44.100000;     1.000000;    -0.000000
   149;    80;    34.925000;    44.100000;     1.000000;    -0.000000
   150;    80;    34.975000;    44.100000;     1.000000;    -0.000000
   151;    80;    35.025000;    44.100000;     1.000000;    -0.000000
   152;    80;    35.075000;    44.100000;     1.000000;    -0.000000
   153;    80;    35.125000;    44.100000;     1.000000;    -0.000000
   154;    80;    35.175000;    44.100000;     1.000000;    -0.000000
   155;    80;    35.225000;    44.100000;     1.000000;    -0.000000
   156;    80;    35.275000;    44.100000;     1.000000;    -0.000000
   157;    80;    35.325000;    44.100000;     1.000000;    -0.000000
   158;    80;    35.375000;    44.100000;     1.000000;    -0.000000
   159;    80;    35.425000;    44.100000;     1.000000;    -0.000000
   160;    80;    35.475000;    44.100000;     1.000000;    -0.000000
   161;    80;    35.525000;    44.100000;     1.000000;    -0.000000
   162;    80;    35.575000;    44.100000;     1.000000;    -0.000000
   163;    80;    35.625000;    44.100000;     1.000000;    -0.000000
   164;    80;    35.675000;    44.100000;     1.000000;    -0.000000
   165;    80;    35.725000;    44.100000;     1.000000;    -0.000000
   166;    80;    35.775000;    44.100000;     1.000000;    -0.000000
   167;    80;    35.825000;    44.100000;     1.000000;    -0.000000
   168;    80;    35.875000;    44.100000;     1.000000;    -0.000000
   169;    80;    35.925000;    44.100000;     1.000000;    -0.000000
   170;    80;    35.975000;    44.100000;     1.000000;    -0.000000
   171;    80;    36.025000;    44.100000;     1.000000;    -0.000000
   172;    80;    36.075000;    44.100000;     1.000000;    -0.000000
   173;    80;    36.125000;    44.100000;     1.000000;    -0.000000
   174;    80;    36.175000;    44.100000;     1.000000;    -0.000000
   175;    80;    36.225000;    44.100000;     1.000000;    -0.000000
   176;    80;    36.275000;    44.100000;     1.000000;    -0.000000
   177;    80;    36.325000;    44.100000;     1.000000;    -0.000000
   178;    80;    36.375000;    44.100000;     1.000000;    -0.000000
   179;    80;    36.425000;    44.100000;     1.000000;    -0.000000
   180;    80;    36.475000;    44.100000;     1.000000;    -0.000000
   181;    80;    36.525000;    44.100000;     1.000000;    -0.000000
   182;    80;    36.575000;    44.100000;     1.000000;    -0.000000
   183;    80;    36.625000;    44.100000;     1.000000;    -0.000000
   184;    80;    36.675000;    44.100000;     1.000000;    -0.000000
   185;    80;    36.725000;    44.100000;     1.000000;    -0.000000
   186;    80;    36.775000;    44.100000;     1.000000;    -0.000000
   187;    80;    36.825000;    44.100000;     1.000000;    -0.000000
   188;    80;    36.875000;    44.100000;     1.000000;    -0.000000
   189;    80;    36.925000;    44.100000;     1.000000;    -0.000000
   190;    80;    36.975000;    44.100000;     1.000000;    -0.000000
   191;    80;    37.025000;    44.100000;     1.000000;    -0.000000
   192;    80;    37.075000;    44.100000;     1.000000;    -0.000000
   193;    80;    37.125000;    44.100000;     1.000000;    -0.000000
   194;    80;    37.175000;    44.100000;     1.000000;    -0.000000
   195;    80;    37.225000;    44.100000;     1.000000;    -0.000000
   196;    80;    37.275000;    44.100000;     1.000000;    -0.000000
   197;    80;    37.325000;    44.100000;     1.000000;    -0.000000
   198;    80;    37.375000;    44.100000;     1.000000;    -0.000000
   199;    80;    37.425000;    44.100000;     1.000000;    -0.000000
   200;    80;    37.475000;    44.100000;     1.000000;    -0.000000
   201;    80;    37.525000;    44.100000;     1.000000;    -0.000000
   202;    80;    37.575000;    44.100000;     1.000000;    -0.000000
   203;    80;    37.625000;    44.100000;     1.000000;    -0.000000
   204;    80;    37.675000;    44.100000;     1.000000;    -0.000000
   205;    80;    37.725000;    44.100000;     1.000000;    -0.000000
   206;    80;    37.775000;    44.100000;     1.000000;    -0.000000
   207;    80;    37.825000;    44.100000;     1.000000;    -0.000000
   208;    80;    37.875000;    44.100000;     1.000000;    -0.000000
   209;    80;    37.925000;    44.100000;     1.000000;    -0.000000
   210;    80;    37.975000;    44.100000;     1.000000;    -0.000000
   211;    80;    38.025000;    44.100000;     1.000000;    -0.000000
   212;    80;    38.075000;    44.100000;     1.000000;    -0.000000
   213;    80;    38.125000;    44.100000;     1.000000;    -0.000000
   214;    80;    38.175000;    44.100000;     1.000000;    -0.000000
   215;    80;    38.225000;    44.100000;     1.000000;    -0.000000
   216;    80;    38.275000;    44.100000;     1.000000;    -0.000000
   217;    80;    38.325000;    44.100000;     1.000000;    -0.000000
   218;    80;    38.375000;    44.100000;     1.000000;    -0.000000
   219;    80;    38.425000;    44.100000;     1.000000;    -0.000000
   220;    80;    38.475000;    44.100000;     1.000000;    -0.000000
   221;    80;    38.525000;    44.100000;     1.000000;    -0.000000
   222;    80;    38.575000;    44.100000;     1.000000;    -0.000000
   223;    80;    38.625000;    44.100000;     1.000000;    -0.000000
   224;    80;    38.675000;    44.100000;     1.000000;    -0.000000
   225;    80;    38.725000;    44.100000;     1.000000;    -0.000000
   226;    80;    38.775000;    44.100000;     1.000000;    -0.000000
   227;    80;    38.825000;    44.100000;     1.000000;    -0.000000
   228;    80;    38.875000;    44.100000;     1.000000;    -0.000000
   229;    80;    38.925000;    44.100000;     1.000000;    -0.000000
   230;    80;    38.975000;    44.100000;     1.000000;    -0.000000
   231;    80;    39.025000;    44.100000;     1.000000;    -0.000000
   232;    80;    39.075000;    44.100000;     1.000000;    -0.000000
   233;    80;    39.125000;    44.100000;     1.000000;    -0.000000
   234;    80;    39.175000;    44.100000;     1.000000;    -0.000000
   235;    80;    39.225000;    44.100000;     1.000000;    -0.000000
   236;    80;    39.275000;    44.100000;     1.000000;    -0.000000
   237;    80;    39.325000;    44.100000;     1.000000;    -0.000000
   238;    80;    39.375000;    44.100000;     1.000000;    -0.000000
   239;    80;    39.425000;    44.100000;     1.000000;    -0.000000
   240;    80;    39.475000;    44.100000;     1.000000;    -0.000000
   241;    80;    39.525000;    44.100000;     1.000000;    -0.000000
   242;    80;    39.575000;    44.100000;     1.000000;    -0.000000
   243;    80;    39.625000;    44.100000;     1.000000;    -0.000000
   244;    80;    39.675000;    44.100000;     1.000000;    -0.000000
   245;    80;    39.725000;    44.100000;     1.000000;    -0.000000
   246;    80;    39.775000;    44.100000;     1.000000;    -0.000000
   247;    80;    39.825000;    44.100000;     1.000000;    -0.000000
   248;    80;    39.875000;    44.100000;     1.000000;    -0.000000
   249;    80;    39.925000;    44.100000;     1.000000;    -0.000000
   250;    80;    39.975000;    44.100000;     1.000000;    -0.000000
   251;    80;    40.025000;    44.100000;     1.000000;    -0.000000
   252;    80;    40.075000;    44.100000;     1.000000;    -0.000000
   253;    80;    40.125000;    44.100000;     1.000000;    -0.000000
   254;    80;    40.175000;    44.100000;     1.000000;    -0.000000
   255;    80;    40.225000;    44.100000;     1.000000;    -0.000000
   256;    80;    40.275000;    44.100000;     1.000000;    -0.000000
   257;    80;    40.325000;    44.100000;     1.000000;    -0.000000
   258;    80;    40.375000;    44.100000;     1.000000;    -0.000000
   259;    80;    40.425000;    44.100000;     1.000000;    -0.000000
   260;    80;    40.475000;    44.100000;     1.000000;    -0.000000
   261;    80;    40.525000;    44.100000;     1.000000;    -0.000000
   262;    80;    40.575000;    44.100000;     1.000000;    -0.000000
   263;    80;    40.625000;    44.100000;     1.000000;    -0.000000
   264;    80;    40.675000;    44.100000;     1.000000;    -0.000000
   265;    80;    40.725000;    44.100000;     1.000000;    -0.000000
   266;    80;    40.775000;    44.100000;     1.000000;    -0.000000
   267;    80;    40.825000;    44.100000;     1.000000;    -0.000000
   268;    80;    40.875000;    44.100000;     1.000000;    -0.000000
   269;    80;    40.925000;    44.100000;     1.000000;    -0.000000
   270;    80;    40.975000;    44.100000;     1.000000;    -0.000000
   271;    80;    41.025000;    44.100000;     1.000000;    -0.000000
   272;    80;    41.075000;    44.100000;     1.000000;    -0.000000
   273;    80;    41.125000;    44.100000;     1.000000;    -0.000000
   274;    80;    41.175000;    44.100000;     1.000000;    -0.000000
   275;    80;    41.225000;    44.100000;     1.000000;    -0.000000
   276;    80;    41.275000;    44.100000;     1.000000;    -0.000000
   277;    80;    41.325000;    44.100000;     1.000000;    -0.000000
   278;    80;    41.375000;    44.100000;     1.000000;    -0.000000
   279;    80;    41.425000;    44.100000;     1.000000;    -0.000000
   280;    80;    41.475000;    44.100000;     1.000000;    -0.000000
   281;    80;    41.525000;    44.100000;     1.000000;    -0.000000
   282;    80;    41.575000;    44.100000;     1.000000;    -0.000000
   283;    80;    41.625000;    44.100000;     1.000000;    -0.000000
   284;    80;    41.675000;    44.100000;     1.000000;    -0.000000
   285;    80;    41.725000;    44.100000;     1.000000;    -0.000000
     1;    81;    27.525000;    44.140000;     1.000000;    -0.000000
     2;    81;    27.575000;    44.140000;     1.000000;    -0.000000
     3;    81;    27.625000;    44.140000;     1.000000;    -0.000000
     4;    81;    27.675000;    44.140000;     1.000000;    -0.000000
     5;    81;    27.725000;    44.140000;     1.000000;    -0.000000
     6;    81;    27.775000;    44.140000;     1.000000;    -0.000000
     7;    81;    27.825000;    44.140000;     1.000000;    -0.000000
     8;    81;    27.875000;    44.140000;     1.000000;    -0.000000
     9;    81;    27.925000;    44.140000;     1.000000;    -0.000000
    10;    81;    27.975000;    44.140000;     1.000000;    -0.000000
    11;    81;    28.025000;    44.140000;     1.000000;    -0.000000
    12;    81;    28.075000;    44.140000;     1.000000;    -0.000000
